YCC,YCC Pub Date,      ,YCC Categories,Ad Name,Ad set,Campaign,Link,Amount Spent (USD),Ad ID,Reach,Post Engagement,Post Shares,Landing Page Views,Cost/Engagement,Cost/Share,Cost/LPV,Relevance Score,Engagements per 1k reached,Landing Page Views per 1k reach,FB Copy,FB Title,FB post link,End Date
Polar melting: 'Methane time bomb' isn't actually a 'bomb',1/29/19 7:05,Peter Sinclair,"Climate Science, Snow &amp; Ice",2019-01-30 Yale Climate Connections -- Scientists once worried that polar melting could set o...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/01/methane-time-bomb-isnt-actually-a-bomb/,$1.98,6108637618694,151,21,,4,$0.0943,#DIV/0!,$0.50,,139.073,26,Scientists once worried that polar melting could set off a ‘methane time bomb.’ Here’s some reassurance.,Methane time bomb' isn't actually a 'bomb' » Video by Peter Sinclair,https://www.facebook.com/130268756992804/posts/2281096845243307/,2/4/2019
Pros and cons of a carbon tax,7/20/2016,"carbon tax, GHG emissions, John Wihbey, pros and cons","Economics, Energy, Feature Article, Policy",The idea of a carbon tax weirdly unites some people on political left and rig...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/pros-and-cons-of-a-carbon-tax-key-issues/,$1.89,6053708549494,132,16,3,,$0.1181,$0.630,#DIV/0!,,121.212,0,The idea of a carbon tax weirdly unites some people on political left and right. Read more on the key issues ...,"Pros and Cons of a Carbon Tax, by John Wihbey",https://www.facebook.com/130268756992804/posts/1221188567900812/,8/4/2016
Not in database,n/a,n/a,n/a,2017-07-18 Yale Climate Connections -- These dead trees could provide the fuel to turn a norm...,#N/A,#N/A,,$0.47,6072582494694,98,7,,1,$0.0671,#DIV/0!,$0.47,,71.429,10,,,,8/4/2017
Climate adaptation key: wild apples,7/18/2016,"apples, climate change adaptation, Sara Peach",Food & Agriculture,Wild apple varieties may be more climate change-resistant than those we curre...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/climate-adaptation-key-wild-apples/,$2.04,6053427702494,88,9,1,,$0.2267,$2.040,#DIV/0!,,102.273,0,"Wild apple varieties may be more climate change-resistant than those we currently see in stores. The U.S. Department of Agriculture is helping bring these resilient varietals to breeders and, eventually, to market. Listen to the story on today's episode.",Climate adaptation key: wild apples - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1217473244939011/,8/4/2016
"When climate changes, moose move in",7/20/2016,"Alaska, David Appell, moose",Ecosystems,"As the climate changes in Alaska, moose are now present across the state. Hea...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/when-climate-changes-moose-move-in/,$0.47,6053541726094,27,5,1,,$0.0940,$0.470,#DIV/0!,,185.185,0,"As the climate changes in Alaska, moose are now present across the state. Hear more about their migration into areas where they never were before on today's episode.","When climate changes, moose move in ",https://www.facebook.com/130268756992804/posts/1217976444888691/,8/4/2016
Not in database,n/a,n/a,n/a,2016-09-30 Yale Climate Connections -- 130268756992804_1226591424027193,#N/A,#N/A,https://www.ecowatch.com/like-rap-music-then-youll-love-this-1954392253.html?xrs=RebelMouse_fb,$0.02,6057350601094,5,1,,,$0.0200,#DIV/0!,#DIV/0!,,200.000,0,"By Jan O'BrienA musician wants to get the facts right as he raps on climate change ""chaos.""Brinkman [rap]: ""Hollywood summer blockbusters can't touch this. I get my thrills from the latest reports published by the Intergovernmental Panel on Climate Change formed in 1988 to get the science straight.""...",Like Rap Music? Then You'll Love This,https://www.facebook.com/130268756992804/posts/1226591424027193/,10/4/2016
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Not in database,n/a,n/a,n/a,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
