YCC,YCC Pub Date,      ,YCC Categories,Ad Name,Ad set,Campaign,Link,Amount Spent (USD),Ad ID,Reach,Post Engagement,Post Shares,Landing Page Views,Cost/Engagement,Cost/Share,Cost/LPV,Relevance Score,Engagements per 1k reached,Landing Page Views per 1k reach,FB Copy,FB Title,FB post link,End Date
California wants to store carbon in the soil,9/28/2017,"agriculture, Bruce Lieberman",Food & Agriculture,2017-09-28 Yale Climate Connections -- California just invested $7.5 million in revitalizing ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/09/california-wants-to-store-carbon-in-the-soil/,$213.98,6077541577894,"59,318","9,312",779,668,$0.0230,$0.275,$0.32,,156.984,11,California just invested $7.5 million in revitalizing its soils.,California wants to store carbon in the soil ,https://www.facebook.com/130268756992804/posts/1655113781174953/,10/4/2017
"Michael Mann, Warren Washington - the Yin and Yang of climate science - share 2019 Tyler prize",2/12/19 8:05,Bud Ward,"Climate Science, Feature Article",2019-02-26 Yale Climate Connections -- A concrete way to reduce global warming:,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/02/company-converts-carbon-dioxide-into-building-material/,$33.85,6110638452294,"3,974","1,013",99,52,$0.0334,$0.342,$0.65,8,254.907,13,A concrete way to reduce global warming:,A company is converting carbon pollution into building material,https://www.facebook.com/130268756992804/posts/2324416210911370/,3/4/2019
Not in database,n/a,n/a,n/a,2019-04-18 Yale Climate Connections -- “Most times in education we're hoping we're preparing ...,#N/A,#N/A,https://bit.ly/2VItnbS,$86.54,6114635190494,"9,376","2,104",170,44,$0.0411,$0.509,$1.97,9,224.403,5,“Most times in education we're hoping we're preparing kids for the future. And this is one of the unique times where we've been able to sit down with the people who will be hiring that can tell us what exactly it is they want the kids know and be able to do.” — Barbara Morse,A Rhode Island high school is preparing its students to work in offshore wind,https://www.facebook.com/130268756992804/posts/2401858749833782/,5/4/2019
Bomb-cyclone' weather in a warming world,1/11/18 17:15,"Peter Sinclair, This is not cool","Climate Science, Weather Extremes","2018-01-12 Yale Climate Connections -- If you know folks who say ""we could use some global wa...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/01/understanding-bomb-cyclone-weather-in-a-climate-context/,$297.30,6082557224894,"78,709","12,857","2,910",2365,$0.0231,$0.102,$0.13,,163.349,30,"If you know folks who say ""we could use some global warming"" when winter weather events like last week's ""bomb cyclone"" hit, here's a handy explanation of how weather differs from climate.",Understanding 'bomb-cyclone' weather in a climate context,https://www.facebook.com/130268756992804/posts/1761595003860163/,2/4/2018
Not in database,n/a,n/a,n/a,"2017-01-30 Yale Climate Connections -- ""Criticized for hindering drilling, logging, and other...",#N/A,#N/A,http://www.csmonitor.com/Environment/2017/0118/Endangered-Species-Act-get-ready-for-big-changes-says-GOP,$17.44,6063797039894,"18,988","2,921",450,,$0.0060,$0.039,#DIV/0!,,153.834,0,"""Criticized for hindering drilling, logging, and other activities"" the Endangered Species Act under threat by the new administration. (The Christian Science Monitor)","Endangered Species Act: get ready for big changes, says GOP",https://www.facebook.com/130268756992804/posts/1401933506492983/,2/16/2017
"Man powers house, two cars with solar",8/9/18 7:00,Samantha Harrington,"Energy, Religion &amp; Morality","2018-08-09 Yale Climate Connections -- “When we burn fossil fuels, when we abuse nature, when...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/08/man-powers-house-two-cars-with-solar/,$162.32,6096238358894,"28,472","5,585",535,251,$0.0291,$0.303,$0.65,9,196.158,9,"“When we burn fossil fuels, when we abuse nature, when we abuse creation, we’re working against God’s will for the world.” — Terry Tremwel","This man powers his whole house, plus two cars, with the sun",https://www.facebook.com/130268756992804/posts/2020909924595335/,9/4/2018
Flooding in Ocean City is getting worse,9/11/18 7:00,Sara Peach,Weather Extremes,"2018-09-11 Yale Climate Connections -- “The joke around here is, ‘Don't move to Ocean City wi...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/09/flooding-in-ocean-city-is-getting-worse/,$99.77,6098463258294,"13,692","2,223",168,409,$0.0449,$0.594,$0.24,8,162.358,30,"“The joke around here is, ‘Don't move to Ocean City without a set of waders.’” — Suzanne Hornick",There’s trouble in Ocean City,https://www.facebook.com/130268756992804/posts/2071678609518466/,10/4/2018
Trap kills mosquitoes without chemicals,6/5/2017,"Eileen Mignoni, public health",Public Health,"2017-06-05 Yale Climate Connections -- This new trap is a simple, chemical-free way to fight ...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/06/a-simple-trap-kills-mosquitoes-without-chemicals/,$225.24,6070288894694,"77,306","9,608",853,4223,$0.0234,$0.264,$0.05,,124.285,55,"This new trap is a simple, chemical-free way to fight mosquito-borne diseases like Zika and dengue.","A new trap kills mosquitoes without chemicals
",https://www.facebook.com/130268756992804/posts/1520086791344320/,7/4/2017
Biscayne Bay has a sewage problem,10/12/2017,"Eileen Mignoni, public health","Public Health, Sea Level Rise",2017-10-12 Yale Climate Connections -- ���,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/10/biscayne-bay-has-a-sewage-problem/,$171.45,6078197412094,"30,605","5,422",626,388,$0.0316,$0.274,$0.44,,177.161,13,😷💩🤢,Researcher finds evidence of human waste in Miami coastal waters ,https://www.facebook.com/130268756992804/posts/1667889649897366/,11/4/2017
Not in database,n/a,n/a,n/a,"2017-02-27 Yale Climate Connections -- ""Around two-thirds of people on the planet are predict...",#N/A,#N/A,http://sustainability.thomsonreuters.com/2017/02/16/climate-change-fight-will-be-won-or-lost-in-cities-say-experts/,$207.35,6065221550494,"30,953","3,446",482,,$0.0602,$0.430,#DIV/0!,,111.330,0,"""Around two-thirds of people on the planet are predicted to be city-dwellers by 2050"", and it is here where the battle against global warming will be waged. (Via Thomson Reuters)","Climate change fight will be won or lost in cities, say experts | | Thomson Reuters",https://www.facebook.com/130268756992804/posts/1430691930283807/,3/4/2017
Floods and droughts: What it's like to live in communities hit hard by climate change,5/24/19 7:05,SueEllen Campbell,"Feature Article, Weather Extremes",2019-05-22 Yale Climate Connections -- The push toward self-driving cars could have unintende...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/05/self-driving-cars-could-one-day-clog-streets-with-traffic-and-pollution/,$26.25,6117406557694,"2,629",440,24,26,$0.0597,$1.094,$1.01,7,167.364,10,The push toward self-driving cars could have unintended consequences for the fight against climate change:,Self-driving cars could one day clog streets with traffic and pollution,https://www.facebook.com/130268756992804/posts/2459734850712838/,6/4/2019
Why an Iraq war veteran is working to reduce oil dependency,1/2/19 7:00,Samantha Harrington,"Energy, National Security",2019-01-02 Yale Climate Connections -- “Climate change isn’t something about Republicans vs. ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/01/iraq-vet-aims-to-reduce-oil-dependency/,$166.16,6106663838494,"26,816","5,924",623,149,$0.0280,$0.267,$1.12,8,220.913,6,"“Climate change isn’t something about Republicans vs. Democrats, it’s a national security issue,” says Iraq vet Chris Boggiano:",Why an Iraq veteran launched a green jobs company,https://www.facebook.com/130268756992804/posts/2239287492757576/,2/4/2019
Why a farmer is flooding his fields,6/6/2017,"Daisy Simmons, farming, water resources",Food & Agriculture,2017-06-07 Yale Climate Connections -- Groundwater levels in California’s San Joaquin Valley ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/06/why-one-farmer-is-deliberately-flooding-his-fields/,$248.17,6070345678494,"95,903","10,544",840,3704,$0.0235,$0.295,$0.07,,109.944,39,"Groundwater levels in California’s San Joaquin Valley have been depleted from decades of overuse and drought, but one grower is creatively recharging the aquifer.","Why a farmer is flooding his fields  
",https://www.facebook.com/130268756992804/posts/1520092618010404/,7/4/2017
A gas well explosion sparks activism,10/19/2016,"Daisy Simmons, fracking, natural gas","Energy, Public Health","2016-10-19 Yale Climate Connections -- Meet Deb Thomas, a former restaurant manager turned co...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/a-gas-well-explosion-sparks-activism/,$38.40,6058462121294,"9,026","1,501",292,,$0.0256,$0.132,#DIV/0!,,166.297,0,"Meet Deb Thomas, a former restaurant manager turned community organizer after a gas well exploded near her home in Wyoming.  Listen to today’s episode and discover how she teaches others to measure air, water and soil pollution to demonstrate demand for tougher regulation laws on fracking.",A gas well explosion sparks activism ,https://www.facebook.com/130268756992804/posts/1299554336730901/,11/4/2016
Not in database,n/a,n/a,n/a,2018-02-21 Yale Climate Connections -- “The idea is to disconnect the lagoon from the sea so ...,#N/A,#N/A,https://bit.ly/2EOxWfu,$115.99,6084587221894,"24,399","4,398",627,278,$0.0264,$0.185,$0.42,,180.253,11,“The idea is to disconnect the lagoon from the sea so the high water will stay outside.” —Sonia Silvestri of the University of Padua,Venice is building huge gates to keep out the rising sea ,https://www.facebook.com/130268756992804/posts/1803823816303948/,3/4/2018
Photographer documents change in the Arctic,9/13/2017,"arts, Bud Ward, polar ice","Arts, Polar Ice","2017-09-13 Yale Climate Connections -- “When words become unclear, I shall focus with photogr...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/09/photographer-luca-bracali-documents-change-in-the-arctic/,$171.07,6075117263294,"37,991","7,230",806,454,$0.0237,$0.212,$0.38,,190.308,12,"“When words become unclear, I shall focus with photographs.” — Ansel Adams",This photographer is documenting radical change in the Arctic ,https://www.facebook.com/130268756992804/posts/1640814735938191/,10/4/2017
Not in database,n/a,n/a,n/a,2017-07-27 Yale Climate Connections -- A glimpse of a world where renewable energy is simply ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/when-clean-energy-is-the-default/,$132.55,6072982577094,"37,661","5,594",409,112,$0.0237,$0.324,$1.18,,148.536,3,A glimpse of a world where renewable energy is simply ordinary is amazing in its own right.,"In some U.S. communities, clean electricity is now the default ",https://www.facebook.com/130268756992804/posts/1594219890597676/,8/4/2017
California climate law aims high,12/6/2016,"Bruce Lieberman, California SB 32, Policy","Energy, Policy",2016-12-06 Yale Climate Connections -- California seeks to reduce its carbon emissions to 40%...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/12/california-climate-law-aims-high/,$162.51,6061057897694,"45,424","6,829",562,,$0.0238,$0.289,#DIV/0!,,150.339,0,"California seeks to reduce its carbon emissions to 40% less than what it emitted in 1990, from 384 to 230 million metric tons of carbon.  Listen to learn how this ambitious state plans on implementing its new climate change law. Stanford University (photo credit: Rich Pedroncelli)",California Climate Law Aims High,https://www.facebook.com/130268756992804/posts/1339821606037507/,1/4/2017
Not in database,n/a,n/a,n/a,"2017-05-24 Yale Climate Connections -- When demands for solar electricity increase, we can’t ...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/05/why-a-natural-gas-disaster-could-boost-clean-energy,$70.18,6069780305494,"14,467","1,862",177,59,$0.0377,$0.396,$1.19,,128.707,4,"When demands for solar electricity increase, we can’t turn up the sun. But we can install more batteries to store energy for later use, and that’s exactly what California did after a natural gas storage facility ruptured in 2015. Greentech Media","Why a natural gas disaster could boost clean energy
",https://www.facebook.com/130268756992804/posts/1516696815016651/,6/4/2017
Mexico launches a carbon market,10/23/2017,Eileen Mignoni,Energy,2017-10-23 Yale Climate Connections -- Mexico’s new cap-and-trade system puts pressure on hea...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/10/mexico-launches-a-carbon-market/,$234.05,6078716790294,"39,212","9,738",806,164,$0.0240,$0.290,$1.43,,248.342,4,Mexico’s new cap-and-trade system puts pressure on heavy polluters by making them pay for emissions.,Mexico takes a big step in addressing carbon emissions ,https://www.facebook.com/130268756992804/posts/1678402635512734/,11/4/2017
IKEA converts roof into solar farm,3/2/2017,"Daisy Simmons, rooftop solar","Economics, Energy",2017-03-02 Yale Climate Connections -- IKEA is installing what will soon be the largest rooft...,#N/A,#N/A,http://www.yaleclimateconnections.org/2017/03/ikea-converts-roof-into-solar-farm/,$158.83,6065364504094,"50,647","6,510",621,,$0.0244,$0.256,#DIV/0!,,128.537,0,"IKEA is installing what will soon be the largest rooftop solar array in Illinois. The array will generate the clean energy equivalent of taking 500 cars off the road annually. 

SolarCity Solar Energy International (SEI) American Solar Energy Society RenewableEnergyWorld.com World Renewable Energy Technology Congress (WRETC) Renewable Energy Business",IKEA converts roof into solar farm ,https://www.facebook.com/130268756992804/posts/1433279003358433/,4/4/2017
The southeastern U.S. is losing trees fast,7/25/18 7:00,Bruce Lieberman,Species &amp; Ecosystems,2018-07-25 Yale Climate Connections -- What’s driving the loss of forests?,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/07/this-u-s-region-is-losing-trees-fast/,$71.33,6095176391694,"14,268","2,194",315,457,$0.0325,$0.226,$0.16,8,153.771,32,What’s driving the loss of forests?,The southeastern U.S. is losing trees fast,https://www.facebook.com/130268756992804/posts/1995110297175298/,8/4/2018
Meet the Press' climate change episode shows a better way to cover the issue,1/21/19 7:05,Michael Svoboda,"Feature Article, Policy &amp; Politics","2019-01-26 Yale Climate Connections -- “We’re not going to debate climate change, the existen...",#N/A,#N/A,https://www.yaleclimateconnections.org/2019/01/nbc-meet-the-press-goes-long-on-climate-change/,$192.95,6108387729094,"29,456","7,109",376,181,$0.0271,$0.513,$1.07,10,241.343,6,"“We’re not going to debate climate change, the existence of it. The Earth is getting hotter. And human activity is a major cause, period. We’re not going to give time to climate deniers.” — Chuck Todd

https://www.yaleclimateconnections.org/2019/01/nbc-meet-the-press-goes-long-on-climate-change/",Meet the Press' goes long on climate change » by Michael Svoboda,https://www.facebook.com/130268756992804/posts/2268396706513321/,2/4/2019
3D maps show famous landmarks under water,12/28/2017,Bud Ward,Sea Level Rise,2017-12-28 Yale Climate Connections -- “When you see these familiar places being completely c...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/12/3d-maps-show-famous-landmarks-under-water/,$270.03,6081896556494,"79,606","11,002","1,207",4408,$0.0245,$0.224,$0.06,,138.206,55,"“When you see these familiar places being completely covered by water, you start to really realize the impact of this.” — Carl Parker, The Weather Channel.",3D maps show famous landmarks swamped by sea-level rise,https://www.facebook.com/130268756992804/posts/1745352878817709/,1/4/2018
Not in database,n/a,n/a,n/a,2017-01-18 Yale Climate Connections -- California is moving forward with long-term plans to m...,#N/A,#N/A,http://www.csmonitor.com/Environment/Inhabit/2017/0109/California-gets-rains-but-drought-still-means-fewer-lawns-in-future,$102.80,6063210268894,"40,304","4,159",330,,$0.0247,$0.312,#DIV/0!,,103.191,0,"California is moving forward with long-term plans to make aggressive conservation a way of life, and one of the most visible indicators of this wider shift is how a new generation of Angelenos is seeking to recast, both physically and socially, their relationship with water. (Via The Christian Science Monitor)","California gets rains, but drought still means fewer lawns in future",https://www.facebook.com/130268756992804/posts/1389541414398859/,2/16/2017
Wildfires and climate change fuel each other,6/12/2017,"Diana Madson, wildfires","Ecosystems, Weather","2017-06-12 Yale Climate Connections -- Right now, forests absorb global-warming pollution. Bu...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/06/wildfires-and-climate-change-fuel-each-other/,$105.76,6070587821294,"22,733","2,936",455,93,$0.0360,$0.232,$1.14,,129.151,4,"Right now, forests absorb global-warming pollution. But that’s changing as temperatures rise.",Wildfires and climate change fuel each other,https://www.facebook.com/130268756992804/posts/1520420747977591/,7/4/2017
Sioux tribes harness the wind,9/26/18 7:00,Samantha Harrington,Energy,2018-09-26 Yale Climate Connections -- “We really believe that we are stewards of our climate...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/09/great-sioux-nation-is-investing-in-wind-power/,$253.20,6099548442894,"18,459","4,726",458,131,$0.0536,$0.553,$1.93,9,256.027,7,"“We really believe that we are stewards of our climate, stewards of our environment.” — Daniel Gargan of @RSTOfficial",Sioux tribes harness the wind,https://www.facebook.com/130268756992804/posts/2090836190936041/,10/4/2018
Why coastal insurance costs are rising,8/10/2017,"Bruce Lieberman, sea level rise",Sea Level Rise,2017-08-10 Yale Climate Connections -- What’s in store for shoreline properties?,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/08/why-coastal-insurance-costs-are-rising/,$46.12,6073662427694,"16,266","2,211",325,142,$0.0209,$0.142,$0.32,,135.928,9,What’s in store for shoreline properties?,"Waters rise, and so does the cost of coastal home insurance",https://www.facebook.com/130268756992804/posts/1607920759227589/,9/4/2017
How solar windows could collect electricity,11/17/2017,"Bruce Lieberman, solar",Energy,2017-11-17 Yale Climate Connections -- We’re living in the future.,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/11/how-solar-windows-could-collect-electricity/,$217.33,6079936035694,"37,205","8,599",750,142,$0.0253,$0.290,$1.53,,231.125,4,We’re living in the future.,Solar windows could one day collect electricity for skyscrapers ,https://www.facebook.com/130268756992804/posts/1703235496362781/,12/4/2017
Great Lakes heat up,9/19/2016,"Daisy Simmons, Great Lakes",Ecosystems,"The Great Lakes are not exactly known for balmy temperatures, but in recent w...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/09/great-lakes-heat-up/,$28.38,6056718800294,"6,906",936,140,,$0.0303,$0.203,#DIV/0!,,135.534,0,"The Great Lakes are not exactly known for balmy temperatures, but in recent winters, they’ve had less ice cover than in the past. That could be a problem for drinking water, summertime recreation, and local fisheries. Hear more on today's episode.",Great Lakes heat up ,https://www.facebook.com/130268756992804/posts/1270137906339211/,10/4/2016
"Scientists want to make fuel from water, air",3/26/18 7:00,Daisy Simmons,"Climate Science, Energy",2018-03-26 Yale Climate Connections -- This emerging gasoline substitute wouldn’t add additio...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/03/scientists-want-to-make-fuel-from-water-air/,$79.87,6086551071094,"28,184","4,454",517,294,$0.0179,$0.154,$0.27,,158.033,10,This emerging gasoline substitute wouldn’t add additional CO2 to the atmosphere.,Scientists want to make a climate-friendly fuel from water and air ,https://www.facebook.com/130268756992804/posts/1841097399243256/,4/4/2018
The evolution of a one-time climate skeptic,2/20/18 10:57,"Bud Ward, Peter Sinclair, This is not cool","Climate Science, Policy &amp; Politics",2018-02-23 Yale Climate Connections -- Jerry Taylor once was one of the highest-profile clima...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/02/the-evolution-of-a-one-time-climate-skeptic/,$153.89,6084710233494,"24,287","5,096",819,780,$0.0302,$0.188,$0.20,,209.824,32,"Jerry Taylor once was one of the highest-profile climate change ""skeptics"" in the conservative movement. Now, though, he advocates for taking action on climate — what changed?",The evolution of a one-time climate skeptic » Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1805030396183290/,3/4/2018
"Farming while black' author Leah Penniman wants to create a just, climate-friendly food system",6/19/19 7:00,NULL,Food &amp; Agriculture,2019-06-05 Yale Climate Connections -- It’s a vicious cycle: Rising temperatures ➡️ More dema...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/06/rising-demand-for-air-conditioning-could-make-climate-change-even-worse/,$133.36,6118639035494,"11,504","2,132",245,63,$0.0626,$0.544,$2.12,7,185.327,5,It’s a vicious cycle: Rising temperatures ➡️ More demand for A.C. ➡️ More energy consumption and fossil fuel burning ➡️ Rising temperatures,Rising demand for air conditioning could make climate change even worse >> by Sarah Wesseler,https://www.facebook.com/130268756992804/posts/2484569898229333/,7/4/2019
Florida city prepares for rising seas,12/15/2016,"Bud Ward, Florida, sea level rise","Oceans, Sea Level Rise",2016-12-15 Yale Climate Connections -- Miami and the Florida Keys are already experiencing th...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/12/florida-city-prepares-for-rising-seas/,$58.30,6061563573694,"18,432","2,171",405,,$0.0269,$0.144,#DIV/0!,,117.784,0,"Miami and the Florida Keys are already experiencing the effects of sea-level rise, and Florida's Satellite Beach is thinking ‘not in my city’. Listen in as George Winsten of Stetson University discusses his work to create a more resilient #SatelliteBeach. #Flordia #sealevelrise",Florida City Prepares for Rising Seas,https://www.facebook.com/130268756992804/posts/1347913591894975/,1/4/2017
Not in database,n/a,n/a,n/a,2017-07-26 Yale Climate Connections -- There are no age restrictions on fighting climate change.,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/middle-schoolers-take-climate-action,$169.26,6072932548894,"41,590","6,632",288,74,$0.0255,$0.588,$2.29,,159.461,2,There are no age restrictions on fighting climate change.,These middle-school students are taking action on climate change ,https://www.facebook.com/130268756992804/posts/1593115454041453/,8/4/2017
Not in database,n/a,n/a,n/a,2017-08-01 Yale Climate Connections -- The largest coal plant in the West is scheduled to clo...,#N/A,#N/A,,$47.81,6073194474694,"20,990","3,199",228,81,$0.0149,$0.210,$0.59,,152.406,4,,,,9/4/2017
Arctic ice loss threatens indigenous Alaskans' way of life,2/14/19 7:00,NULL,Snow &amp; Ice,2019-02-14 Yale Climate Connections -- At least 31 indigenous Alaskan villages are at risk fr...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/02/arctic-ice-loss-threatens-indigenous-way-of-life/,$67.02,6109776099894,"10,306","2,556",313,30,$0.0262,$0.214,$2.23,9,248.011,3,"At least 31 indigenous Alaskan villages are at risk from climate-change-induced coastal erosion, extreme storms, and thawing permafrost:",Loss of sea ice threatens indigenous Alaskans’ way of life,https://www.facebook.com/130268756992804/posts/2304789416207383/,3/4/2019
"1,000 newborns receive gift of trees",7/16/18 7:00,Sarah Kennedy,Food &amp; Agriculture,2018-07-16 Yale Climate Connections -- Not your typical baby shower gift:,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/07/1000-newborns-receive-gift-of-trees/,$146.63,6094586151694,"26,216","2,871",107,1570,$0.0511,$1.370,$0.09,7,109.513,60,Not your typical baby shower gift:,One thousand Pittsburgh newborns are receiving a gift that will last,https://www.facebook.com/130268756992804/posts/1980030435349951/,8/4/2018
Not in database,n/a,n/a,n/a,"2017-01-09 Yale Climate Connections -- ""Cities (like Detroit) are learning that green infrast...",#N/A,#N/A,http://www.csmonitor.com/Environment/Inhabit/2016/1220/Cities-enlist-nature-to-tame-rising-flood-risks,$113.11,6062721009094,"33,568","4,383",582,,$0.0258,$0.194,#DIV/0!,,130.571,0,"""Cities (like Detroit) are learning that green infrastructure could prove a low-cost approach to relieving inundated pipelines as climate change intensifies storms, all the while adding community amenities like greenspace."" (Via The Christian Science Monitor)",Cities enlist nature to tame rising flood risks,https://www.facebook.com/130268756992804/posts/1376732805679720/,2/16/2017
Why Australian Mina Guli attempted to run 100 marathons in 100 days,3/28/19 7:00,NULL,"Policy &amp; Politics, Youth","2019-03-27 Yale Climate Connections -- Above California, “atmospheric rivers” flow through th...",#N/A,#N/A,https://www.yaleclimateconnections.org/2019/03/california-could-see-intense-rains-in-the-future/,$141.18,6112828577894,"16,754","3,317",397,152,$0.0426,$0.356,$0.93,8,197.983,9,"Above California, “atmospheric rivers” flow through the sky. As the climate warms, they could cause more extreme floods:",California could experience more intense rains in the future ,https://www.facebook.com/130268756992804/posts/2366516733367984/,4/4/2019
Sea-level rise threatens Everglades restoration,5/14/18 7:00,Eileen Mignoni,Species &amp; Ecosystems,2018-05-14 Yale Climate Connections -- “What happens in the future depends on what we do toda...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/05/sea-level-rise-threatens-everglades-restoration/,$181.11,6090279002494,"42,084","6,989","1,311",175,$0.0259,$0.138,$1.03,,166.073,4,“What happens in the future depends on what we do today.” — Shimelis Dessu,Sea-level rise is threatening Everglades restoration,https://www.facebook.com/130268756992804/posts/1893815700638092/,6/4/2018
"K-12 students should be taught climate science, teachers' association says",12/6/18 7:00,Daisy Simmons,Education,2018-12-06 Yale Climate Connections -- “When you talk to scientists — and climate scientists ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/12/teach-climate-science-teachers-association-urges/,$171.11,6104839451294,"19,617","4,378",421,63,$0.0391,$0.406,$2.72,10,223.174,3,“When you talk to scientists — and climate scientists in particular — they’re not arguing about whether it’s happening or not.” — Eric Pyle,Teachers’ association says K-12 students need to know climate science,https://www.facebook.com/130268756992804/posts/2197365780283081/,1/4/2019
Natural gas and wind are supplanting coal,1/19/2017,"Bruce Lieberman, natural gas, wind",Energy,"2017-01-19 Yale Climate Connections -- During the past decade, coal’s role in U.S. electricit...",#N/A,#N/A,http://www.yaleclimateconnections.org/2017/01/natural-gas-and-wind-are-supplanting-coal/,$77.25,6063246025294,"30,584","3,293",370,,$0.0235,$0.209,#DIV/0!,,107.671,0,"During the past decade, coal’s role in U.S. electricity production has shrunk dramatically. Listen in as Doug Vine from the Center for Climate and Energy Solutions shares this and other surprising facts about America’s energy use.  

U.S. Department of Energy U.S. Department of Energy Office of Energy Efficiency and Renewable Energy Clean Energy Collective Heartland Renewable Energy Society",Natural Gas and Wind are Supplanting Coal,https://www.facebook.com/130268756992804/posts/1386819961337671/,2/16/2017
Not in database,n/a,n/a,n/a,2018-02-12 Yale Climate Connections -- Nasty.,#N/A,#N/A,https://bit.ly/2s1dfYp,$100.88,6084090180094,"16,864","2,335",222,277,$0.0432,$0.454,$0.36,,138.461,16,Nasty.,Cow manure is a sticky problem for the climate  ,https://www.facebook.com/130268756992804/posts/1790741130945550/,3/4/2018
How wildfires threaten human health,10/11/2017,"iSeeChange, Samantha Harrington, wildfires","Ecosystems, Feature Article",2017-10-14 Yale Climate Connections -- The National Climate Assessment reports that the chang...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/10/wildfires-threaten-human-health/,$240.33,6078311976694,"46,630","9,219","1,768",363,$0.0261,$0.136,$0.66,,197.705,8,The National Climate Assessment reports that the changing climate has already led to more frequent and bigger fires. It also predicts that the median annual area burned by wildfires in the Northwest will quadruple by the 2080s.,How climate change is fueling wildfires and threatening human health,https://www.facebook.com/130268756992804/posts/1669163936436604/,11/4/2017
Climate change activism ... It's elementary,10/24/2016,"Daisy Simmons, youth activists",Science,2016-10-24 Yale Climate Connections -- Six-year-old Mars Engel Dixon may be the youngest clim...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/climate-change-activism-its-elementary/,$10.34,6058707261294,"2,696",306,38,,$0.0338,$0.272,#DIV/0!,,113.501,0,"Six-year-old Mars Engel Dixon may be the youngest climate-change activist in America. Listen to his story and learn more about what it means for kids to grow up in a time when climate change is affecting their health and environment, on today's 90-second Yale Climate Connections.",Climate change activism ... It's elementary ,https://www.facebook.com/130268756992804/posts/1304302142922787/,11/4/2016
Is natural gas a bridge fuel?,8/23/2016,"natural gas, pros and cons, Zeke Hausfather","Energy, Feature Article",Is natural gas a good bridge fuel? It depends in part on whether you care abo...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/is-natural-gas-a-bridge-fuel/,$22.28,6055402354494,"3,590",213,25,,$0.1046,$0.891,#DIV/0!,,59.331,0,Is natural gas a good bridge fuel? It depends in part on whether you care about the short or long term. Read more ...,Is Natural Gas A Bridge Fuel? - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1246108792075456/,9/4/2016
The connection between A/C and snow,8/21/18 7:00,Daisy Simmons,"Energy, Weather Extremes",2018-08-21 Yale Climate Connections -- Winter: Good for more than just memories of what cool ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/08/the-connection-between-a-c-and-snow/,$69.66,6097032695294,"17,324","2,322",229,771,$0.0300,$0.304,$0.09,8,134.034,45,Winter: Good for more than just memories of what cool weather was like.,The surprising connection between summer A/C and last winter’s snow,https://www.facebook.com/130268756992804/posts/2042647839088210/,9/4/2018
"In San Francisco suburb, NIMBY concerns lead city manager to resign",1/28/19 7:10,Bruce Lieberman,"Feature Article, Policy &amp; Politics",2019-02-01 Yale Climate Connections -- Even small cities need to address ‘the most significan...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/01/city-manager-resigns-over-nimby-climate-concerns/,$92.67,6108805340894,"11,572","1,550",114,483,$0.0598,$0.813,$0.19,7,133.944,42,"Even small cities need to address ‘the most significant challenges of our time” -- climate change, income inequality, and affordable housing -- writes a frustrated city manager in his resignation letter.",City manager resigns over NIMBY/climate concerns » by Bruce Lieberman,https://www.facebook.com/130268756992804/posts/2282717901747868/,3/4/2019
