"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience Targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks"
130268756992804_2334606046559053,https://www.facebook.com/YaleClimateConnections/posts/2334606046559053,"Meredith Taylor empowers farmers in her company’s supply chain to choose climate change adaptation strategies that work specifically for their growing region and community.",Link,,,"03/05/2019 06:00:11 AM"," ",4795,3309,1626,6443,4526,1917,533,106,132,6,7,3531,2577,0,0,118,0,0,0,0,0,0,0,0,0,0,47,464,10,47,464,18,52,61,,,70,62,,,,7,,,6,
130268756992804_2333147990038192,https://www.facebook.com/YaleClimateConnections/posts/2333147990038192,"The Forest Service is modeling its prescribed burns after the practices of indigenous peoples:",Link,,,"03/04/2019 06:00:29 AM"," ",28050,8132,20091,35368,10792,24576,4724,367,413,9,9,4078,2950,2,2,225,0,0,0,0,0,0,0,0,0,0,520,4391,97,534,4422,144,140,232,2,,179,232,2,,1,8,,1,8,
130268756992804_2327347370618254,https://www.facebook.com/YaleClimateConnections/posts/2327347370618254,"With the spotlight on the nascent Green New Deal, climate justice is coming into focus. What does it mean to fight climate change in a just fashion? Some recent books and reports on the topic ...",Link,,,"03/02/2019 06:00:01 AM"," ",2819,2819,0,3650,3650,0,126,55,68,5,5,3342,2587,0,0,118,0,0,0,0,0,0,0,0,0,0,9,89,7,9,90,7,39,18,,,49,19,,,1,4,,1,4,
130268756992804_2329273890425602,https://www.facebook.com/YaleClimateConnections/posts/2329273890425602,"Flying creates a big carbon footprint. Atlanta's Hartsfield-Jackson airport is counteracting the problem through its new program called GreeningATL. Read more: http://bit.ly/2T5amyH",Video,,,"03/01/2019 01:04:56 PM"," ",2670,2670,0,3641,3641,0,118,72,93,3,3,3196,2363,0,0,88,39,40,0,0,1372,1464,0,0,8927,78667,11,57,2,11,57,3,44,8,,31,52,8,,33,,3,,,3,
130268756992804_2327344290618562,https://www.facebook.com/YaleClimateConnections/posts/2327344290618562,"The Green New Deal, as it currently stands, is best understood as a request for proposals. Commentary by Bud Ward.",Link,,,"03/01/2019 08:00:00 AM"," ",5222,3840,1353,6859,5116,1743,517,142,257,5,6,3619,2719,0,0,173,0,0,0,0,0,0,0,0,0,0,40,403,35,42,403,139,87,68,,,182,75,,,1,5,,1,4,
130268756992804_2328807360472255,https://www.facebook.com/YaleClimateConnections/posts/2328807360472255,"Many Hmong people fled from Laos after the Vietnam War and settled in Minnesota. Now, they face a new crisis that threatens their livelihoods:",Link,,,"03/01/2019 06:00:17 AM"," ",23523,5829,17820,30015,7918,22097,3880,1207,1349,7,8,3450,2491,2,2,166,0,0,0,0,0,0,0,0,0,0,390,2796,120,397,2805,242,140,1102,1,,229,1119,1,,1,7,,1,6,
130268756992804_2327339297285728,https://www.facebook.com/YaleClimateConnections/posts/2327339297285728,"Editorial cartoonists have heydays praising or blasting Green New Deal.",Link,,,"02/28/2019 10:00:01 AM"," ",2147,2147,0,2833,2833,0,65,52,61,8,11,2496,1895,0,0,60,0,0,0,0,0,0,0,0,0,0,3,22,2,5,22,3,22,32,,,27,34,,,1,10,,1,7,
130268756992804_2327364437283214,https://www.facebook.com/YaleClimateConnections/posts/2327364437283214,"An antidote to climate despair:",Link,,,"02/28/2019 06:00:05 AM"," ",8058,4349,3745,10645,6157,4488,1105,520,568,5,6,4239,2839,1,1,356,0,0,0,0,0,0,0,0,0,0,75,683,18,78,694,57,90,450,,,120,448,,,,6,,,5,
130268756992804_2326300760722915,https://www.facebook.com/YaleClimateConnections/posts/2326300760722915,"Have questions about the Green New Deal resolution? Start here:",Link,,,"02/27/2019 11:43:53 AM"," ",4165,3455,717,6031,5016,1015,404,201,303,10,10,3380,2467,0,0,135,0,0,0,0,0,0,0,0,0,0,34,229,21,34,233,62,104,112,,,188,115,,,1,9,,1,9,
130268756992804_2325939150759076,https://www.facebook.com/YaleClimateConnections/posts/2325939150759076,"“It is 100 percent clear that the endangerment finding was justified in 2009, and now the evidence is totally overwhelming that, in fact, these greenhouse gases — through their effects on climate change — do endanger public health and welfare.” — Chris Field of the Stanford Woods Institute for the Environment",Link,,,"02/27/2019 06:00:18 AM"," ",31413,10904,20877,43121,15210,27911,5207,573,804,9,10,3944,2627,9,9,265,0,0,0,0,0,0,0,0,0,0,966,4235,267,1032,4297,689,280,309,3,,483,318,3,,,10,,,9,
130268756992804_2324354230917568,https://www.facebook.com/YaleClimateConnections/posts/2324354230917568,"It’s about “inoculating” people against bad actors and faulty info.",Link,,,"02/26/2019 09:00:01 AM"," ",13028,8999,4061,16894,12182,4712,1406,457,626,10,11,7369,5539,0,0,564,0,0,0,0,0,0,0,0,0,0,179,1073,62,179,1101,193,243,254,,,365,261,,,3,8,,3,7,
130268756992804_2324416210911370,https://www.facebook.com/YaleClimateConnections/posts/2324416210911370,"A concrete way to reduce global warming:",Link,,,"02/26/2019 06:00:58 AM"," ",9524,5831,3887,12792,7943,4849,1326,256,350,6,7,4502,3081,2,2,254,0,0,0,0,0,0,0,0,0,0,167,1164,25,168,1193,34,124,157,,,193,157,,,,7,,,6,
130268756992804_2322774751075516,https://www.facebook.com/YaleClimateConnections/posts/2322774751075516,"How did we get here? Dr. Jeffrey Kiehl spells it out.",Link,,,"02/25/2019 09:00:02 AM"," ",9713,8517,1232,13407,11896,1511,1059,623,980,3,4,7657,5573,1,1,583,0,0,0,0,0,0,0,0,0,0,112,524,120,114,538,239,360,331,,,623,357,,,,4,,,3,
130268756992804_2322788867740771,https://www.facebook.com/YaleClimateConnections/posts/2322788867740771,"This new hybrid is designed to be more efficient and more reliable than either solar or wind farms.",Link,,,"02/25/2019 06:01:07 AM"," ",53510,22325,31231,66570,29738,36832,7619,846,998,10,11,8416,5548,3,3,656,0,0,0,0,0,0,0,0,0,0,1121,6971,148,1140,7028,274,489,392,,,587,411,,,2,9,,2,8,
130268756992804_2317903844895940,https://www.facebook.com/YaleClimateConnections/posts/2317903844895940,"Watch the trailers from these 5 upbeat films to your climate change movies watch-list.",Link,,,"02/23/2019 06:00:00 AM"," ",2993,2993,0,3934,3934,0,124,73,90,3,3,3461,2542,0,0,109,0,0,0,0,0,0,0,0,0,0,11,65,,11,66,,25,53,,,37,53,,,,3,,,3,
130268756992804_2317914461561545,https://www.facebook.com/YaleClimateConnections/posts/2317914461561545,"For the first time in 25 years, a Nobel Prize winning climate scientist had an audience member come up to him and say, “This has changed my life, I now realize how urgent the issue is and I'm going to take action.” What was different? This time, the scientist communicated through music.",Link,,,"02/22/2019 06:01:06 AM"," ",15061,7391,7915,20273,10307,9966,1845,310,388,11,13,4358,2950,4,3,209,0,0,0,0,0,0,0,0,0,0,314,1578,26,326,1631,28,114,222,1,,158,229,1,,,13,,,11,
130268756992804_2316771151675876,https://www.facebook.com/YaleClimateConnections/posts/2316771151675876,"Some helpful tips for having a productive conversation about clean energy in the face of misconceptions.",Link,,,"02/22/2019 04:00:01 AM"," ",11055,7474,3927,15089,10080,5009,995,613,770,5,6,4934,3493,0,0,299,0,0,0,0,0,0,0,0,0,0,162,525,41,166,541,133,155,506,,,260,510,,,,6,,,5,
130268756992804_2315472195139105,https://www.facebook.com/YaleClimateConnections/posts/2315472195139105,"One article, one podcast, one book - each weaves together how science and culture interact to give audiences a better sense of what climate change really means.",Link,,,"02/21/2019 12:00:01 PM"," ",2335,2335,0,3130,3130,0,96,62,84,7,10,2934,2172,0,0,86,0,0,0,0,0,0,0,0,0,0,6,46,5,6,49,7,38,30,,,53,31,,,1,8,1,1,6,1
130268756992804_2316249661728025,https://www.facebook.com/YaleClimateConnections/posts/2316249661728025,"There is no age limit for climate advocacy:",Link,,,"02/21/2019 06:00:28 AM"," ",19969,4025,16407,26591,5560,21031,3418,205,272,7,8,3474,2354,1,1,176,0,0,0,0,0,0,0,0,0,0,183,3201,35,191,3283,121,87,128,,,143,129,,,1,7,,1,6,
130268756992804_2315468431806148,https://www.facebook.com/YaleClimateConnections/posts/2315468431806148,"More people globally need more food production. But with fewer greenhouse gas emissions. How best to get there in just 30 years?",Link,,,"02/21/2019 04:00:05 AM"," ",3085,3085,0,4160,4160,0,127,76,122,8,9,3509,2598,0,0,117,0,0,0,0,0,0,0,0,0,0,19,74,16,19,79,29,61,20,,,102,20,,,,9,,,8,
130268756992804_2314650498554608,https://www.facebook.com/YaleClimateConnections/posts/2314650498554608,"Sea-level rise is already making life on the coast harder for homeowners:",Link,,,"02/20/2019 06:00:26 AM"," ",5683,3770,2082,7617,5005,2612,690,199,252,7,8,3978,2892,1,1,191,0,0,0,0,0,0,0,0,0,0,56,499,47,56,509,72,70,134,,,111,141,,,1,7,,1,6,
130268756992804_2313083868711271,https://www.facebook.com/YaleClimateConnections/posts/2313083868711271,"In one year, the Los Angeles Unified School District went from sourcing less than 10% of its produce locally to an average of 60%: https://bit.ly/2to7O3I",Link,,,"02/19/2019 06:00:42 AM"," ",3225,3225,0,4476,4476,0,184,87,106,8,8,3884,2761,0,0,170,0,0,0,0,0,0,0,0,0,0,19,131,5,20,138,5,67,22,,,83,23,,,1,7,,1,7,
130268756992804_2311458658873792,https://www.facebook.com/YaleClimateConnections/posts/2311458658873792,"This story is about how climate change could shift an insect’s range, affecting murder investigations. No, really:",Link,,,"02/18/2019 06:01:32 AM"," ",3808,3808,0,5255,5255,0,185,106,159,6,6,4161,3036,0,0,146,0,0,0,0,0,0,0,0,0,0,25,100,13,25,104,34,74,43,,,114,45,,,1,5,,1,5,
130268756992804_2306555616030763,https://www.facebook.com/YaleClimateConnections/posts/2306555616030763,"The average American consumer wastes more than half a pound of food each day. Orlando is taking the lead in changing that:",Link,,,"02/15/2019 06:00:21 AM"," ",11352,6030,5554,15826,8756,7070,1478,215,267,8,11,4084,2811,2,2,196,0,0,0,0,0,0,0,0,0,0,173,1305,22,173,1312,28,145,76,1,,190,76,1,,,11,,,8,
130268756992804_2305035679516090,https://www.facebook.com/YaleClimateConnections/posts/2305035679516090,"Greta Thunberg, a 16-year-old Swede, makes a moving plea for climate action, and scientists explain the rationale for it.",Video,,,"02/15/2019 04:00:01 AM"," ",49576,15209,34978,69472,20827,48645,1990,1013,1492,22,26,6091,4417,7,5,329,53,53,117,117,5632,5951,22346,27865,10675,343593,338,1039,188,369,1062,1016,531,,,550,863,,,629,7,18,1,7,15,1
130268756992804_2304722716214053,https://www.facebook.com/YaleClimateConnections/posts/2304722716214053,"“It’s time to act!” said Maine’s new governor, Democrat Janet Mills.",Link,,,"02/14/2019 09:00:03 AM"," ",4655,2552,2207,5955,3309,2646,734,106,133,5,5,2149,1591,0,0,157,0,0,0,0,0,0,0,0,0,0,51,676,11,51,676,25,55,52,,,82,51,,,3,2,,3,2,
130268756992804_2304789416207383,https://www.facebook.com/YaleClimateConnections/posts/2304789416207383,"At least 31 indigenous Alaskan villages are at risk from climate-change-induced coastal erosion, extreme storms, and thawing permafrost:",Link,,,"02/14/2019 06:01:31 AM"," ",17105,7003,10143,23116,9686,13430,3023,223,293,6,7,4003,2693,1,1,212,0,0,0,0,0,0,0,0,0,0,463,2711,89,478,2750,275,122,108,2,,180,111,2,,1,6,,1,5,
130268756992804_2303219566364368,https://www.facebook.com/YaleClimateConnections/posts/2303219566364368,"In the latest edition of the #AskSara advice column, Sara examines the limitations of worrying about your carbon footprint.",Link,,,"02/13/2019 08:04:35 AM"," ",4869,4382,443,6494,5894,600,338,203,271,7,8,3874,2784,0,0,182,0,0,0,0,0,0,0,0,0,0,24,163,18,25,165,24,94,131,,,141,130,,,,8,,,7,
130268756992804_2303073916378933,https://www.facebook.com/YaleClimateConnections/posts/2303073916378933,"“I've come to realize you can't be a feminist if you're not an environmentalist.” — Kathy Calvin https://bit.ly/2DSc8OS",Link,,,"02/13/2019 06:00:06 AM"," ",7401,5156,2470,9660,6913,2747,907,227,434,9,10,5469,3821,0,0,329,0,0,0,0,0,0,0,0,0,0,52,727,56,52,727,237,169,80,,,352,82,,,,10,,,9,
130268756992804_2301355036550821,https://www.facebook.com/YaleClimateConnections/posts/2301355036550821,"Two of climate science’s most well-known researchers just won a prize sometimes referred to as the ‘Nobel’ of environmental protection. https://www.yaleclimateconnections.org/2019/02/climate-scientists-share-200000-prize/",Link,,,"02/12/2019 09:00:01 AM"," ",10634,6044,5452,13571,7824,5747,1700,286,341,6,7,5405,3920,0,0,362,0,0,0,0,0,0,0,0,0,0,182,1489,23,182,1553,51,128,184,,,157,184,,,1,6,,1,5,
130268756992804_2301343606551964,https://www.facebook.com/YaleClimateConnections/posts/2301343606551964,"One nonprofit has an innovative method for preserving natural beauty and history from the damages of climate change:",Link,,,"02/12/2019 06:01:25 AM"," ",21736,9147,12760,26224,12539,13685,2827,419,498,7,8,5836,3887,4,3,307,0,0,0,0,0,0,0,0,0,0,349,2518,67,358,2544,82,151,284,1,,199,298,1,,,8,,,7,
130268756992804_2299867553366236,https://www.facebook.com/YaleClimateConnections/posts/2299867553366236,"What if we evaluated an economy by its social and environmental outcomes?",Link,,,"02/11/2019 06:00:20 AM"," ",20091,10998,8965,24732,14567,10165,2222,433,530,11,11,6768,4724,5,5,436,0,0,0,0,0,0,0,0,0,0,306,1912,46,306,1961,74,201,267,,,264,266,,,2,9,,2,9,
130268756992804_2295674557118869,https://www.facebook.com/YaleClimateConnections/posts/2295674557118869,"New research finds a connection between plastic and climate change. Read more here: https://bit.ly/2OWH2aU",Video,,,"02/09/2019 12:00:03 PM"," ",16823,16823,0,20777,20777,0,515,288,409,11,12,6323,4724,0,0,262,210,210,0,0,4635,4942,0,0,6272,64387,133,237,16,136,256,16,236,13,,92,303,13,,93,3,9,,3,8,
130268756992804_2295591327127192,https://www.facebook.com/YaleClimateConnections/posts/2295591327127192,"A USGS expert offers an important science-based perspective on Arctic methane releases.",Link,,,"02/08/2019 10:00:00 AM"," ",11218,7079,3913,14439,9510,4929,1133,580,721,7,8,4294,3023,2,2,241,0,0,0,0,0,0,0,0,0,0,195,617,39,211,664,117,109,495,2,,215,503,3,,1,7,,1,6,
130268756992804_2295454123807579,https://www.facebook.com/YaleClimateConnections/posts/2295454123807579,"This mayor knows constituents are getting hurt by climate change. “Mayors can’t hide from that stuff,” he says.",Link,,,"02/08/2019 06:01:24 AM"," ",14826,7773,6962,19182,11002,8180,1948,354,485,3,3,5687,3954,0,0,255,0,0,0,0,0,0,0,0,0,0,114,1668,41,117,1722,134,228,155,,,328,157,,,,3,,,3,
130268756992804_2294292910590367,https://www.facebook.com/YaleClimateConnections/posts/2294292910590367,"Queen Quet, heard here in our interview from last fall, is testifying in Congress about climate change today: https://www.yaleclimateconnections.org/2018/11/rising-seas-storms-threaten-gullah-geechee-land/",Link,,,"02/07/2019 10:01:26 AM"," ",18917,7765,11516,24613,10757,13856,2487,408,457,8,8,3899,2609,4,4,208,0,0,0,0,0,0,0,0,0,0,571,2009,42,582,2123,58,106,316,1,,127,329,1,,,8,,,8,
130268756992804_2294003820619276,https://www.facebook.com/YaleClimateConnections/posts/2294003820619276,"Tabasco addicts, take note:",Link,,,"02/07/2019 06:01:23 AM"," ",3589,2950,596,4999,4170,829,324,146,177,7,8,3486,2470,0,0,147,0,0,0,0,0,0,0,0,0,0,27,212,7,28,216,14,50,108,,,68,109,,,1,7,,1,7,
130268756992804_2292533710766287,https://www.facebook.com/YaleClimateConnections/posts/2292533710766287,"This technique could help farmers around the world respond to problems posed by climate change.",Link,,,"02/06/2019 09:00:01 AM"," ",6579,3350,3182,8225,4576,3649,741,130,164,6,7,3091,2210,1,1,130,0,0,0,0,0,0,0,0,0,0,104,640,20,107,659,30,67,72,,,90,74,,,1,6,,1,5,
130268756992804_2292499134103078,https://www.facebook.com/YaleClimateConnections/posts/2292499134103078,"More than half of all people worldwide rely on rice as a staple food. But in many regions, rising temperatures and more extreme weather is making it harder to grow.",Link,,,"02/06/2019 06:01:56 AM"," ",3192,3192,0,4508,4508,0,181,62,70,4,4,3565,2497,0,0,155,0,0,0,0,0,0,0,0,0,0,34,132,5,40,136,5,42,20,,,49,21,,,,4,,,4,
130268756992804_2291336764219315,https://www.facebook.com/YaleClimateConnections/posts/2291336764219315,"Through David Stahle’s work, tree rings are helping us better understand our warming climate.",Link,,,"02/05/2019 11:00:01 AM"," ",12448,5793,7079,15613,7746,7867,1675,299,357,4,5,3671,2616,1,1,206,0,0,0,0,0,0,0,0,0,0,237,1392,30,240,1392,74,84,224,,,128,229,,,,5,,,4,
130268756992804_2291033680916290,https://www.facebook.com/YaleClimateConnections/posts/2291033680916290,"Teens are using science to take informed climate action:",Link,,,"02/05/2019 06:00:14 AM"," ",7598,6105,1601,9714,7843,1871,634,101,137,5,6,4097,2925,1,1,155,0,0,0,0,0,0,0,0,0,0,50,555,13,55,565,23,66,42,,,94,43,,,1,5,,1,4,
130268756992804_2289653931054265,https://www.facebook.com/YaleClimateConnections/posts/2289653931054265,"New data reinforce evidence, for one thing, that further warm-up of global oceans continues.",Link,,,"02/04/2019 10:00:00 AM"," ",24591,10500,14812,32265,14391,17874,3595,417,627,5,7,4392,3054,8,7,312,0,0,0,0,0,0,0,0,0,0,721,3081,167,807,3270,701,224,206,2,,413,212,2,,1,6,,1,4,
130268756992804_2289483944404597,https://www.facebook.com/YaleClimateConnections/posts/2289483944404597,"More than a third of white Christian evangelicals are doubtful about climate change. But Chris Elisara is working to change that:",Link,,,"02/04/2019 06:00:15 AM"," ",6144,3795,2258,8002,5445,2557,656,177,281,7,7,4331,2942,0,0,191,0,0,0,0,0,0,0,0,0,0,54,517,35,54,534,86,112,82,,,195,86,,,2,5,,2,5,
130268756992804_2284919971527661,https://www.facebook.com/YaleClimateConnections/posts/2284919971527661,"Emily Kirsch hopes that the incubator she launched “plays a meaningful role in making clean energy the most abundant and affordable form of energy in the world in my lifetime.”",Link,,,"02/01/2019 06:01:36 AM"," ",2255,2255,0,3099,3099,0,66,39,46,6,7,2800,1995,0,0,61,0,0,0,0,0,0,0,0,0,0,2,40,4,2,42,5,25,15,,,31,15,,,1,6,,1,5,
130268756992804_2282717901747868,https://www.facebook.com/YaleClimateConnections/posts/2282717901747868,"Even small cities need to address ‘the most significant challenges of our time” -- climate change, income inequality, and affordable housing -- writes a frustrated city manager in his resignation letter.",Link,,,"02/01/2019 04:00:01 AM"," ",14156,2634,11719,17248,3798,13450,1604,662,697,6,7,1793,1264,9,8,103,0,0,0,0,0,0,0,0,0,0,151,1028,60,161,1084,115,72,599,,,99,598,,,2,5,,2,4,
130268756992804_2283460998340225,https://www.facebook.com/YaleClimateConnections/posts/2283460998340225,"President Trump pulled the U.S. out of the Paris climate accord. But at the state and local level, Americans continue to take climate action:",Link,,,"01/31/2019 06:01:18 AM"," ",48598,16417,32649,62714,23414,39300,8052,881,1144,8,9,8632,5642,6,6,813,0,0,0,0,0,0,0,0,0,0,919,7213,306,919,7411,1033,455,463,1,,668,475,1,,1,8,,1,7,
130268756992804_2282714791748179,https://www.facebook.com/YaleClimateConnections/posts/2282714791748179,"Several vital reports were released on climate change in 2018 — here’s a list of the most significant.",Link,,,"01/31/2019 04:00:01 AM"," ",3284,3284,0,4486,4486,0,167,96,145,6,7,3348,2467,0,0,142,0,0,0,0,0,0,0,0,0,0,23,97,6,26,98,81,56,51,,,94,51,,,,7,,,6,
130268756992804_2282006271819031,https://www.facebook.com/YaleClimateConnections/posts/2282006271819031,"The Clean Cooking Alliance promotes stoves that use less fuel or clean fuel alternatives — with often-overlooked benefits:",Link,,,"01/30/2019 06:00:15 AM"," ",2612,2612,0,3619,3619,0,113,49,61,2,3,3186,2240,0,0,98,0,0,0,0,0,0,0,0,0,0,10,83,3,11,83,3,32,21,,,40,21,,,,3,,,2,
130268756992804_2281096845243307,https://www.facebook.com/YaleClimateConnections/posts/2281096845243307,"Scientists once worried that polar melting could set off a ‘methane time bomb.’ Here’s some reassurance.",Link,,,"01/30/2019 04:00:01 AM"," ",5681,5559,151,7326,7150,176,503,354,472,4,5,4580,3360,0,0,315,0,0,0,0,0,0,0,0,0,0,33,185,16,33,187,58,139,245,,,227,245,,,,5,,,4,
130268756992804_2280541385298853,https://www.facebook.com/YaleClimateConnections/posts/2280541385298853,"Republican Rouzy Vafaie says that when he learned about free-market solutions to climate change, “that’s when I actually felt like I had the ammunition to tackle the issue:”",Link,,,"01/29/2019 06:01:13 AM"," ",4443,3840,576,5917,5233,684,340,136,186,5,6,4540,3113,0,0,192,0,0,0,0,0,0,0,0,0,0,19,220,29,19,220,116,99,50,,,134,52,,,1,5,,1,4,
130268756992804_2279541695398822,https://www.facebook.com/YaleClimateConnections/posts/2279541695398822,"Even small cities need to address &quot;the most significant challenges of our time&quot; -- climate change, income inequality, and affordable housing -- writes a frustrated city manager in his resignation letter.",Link,,,"01/29/2019 04:00:00 AM"," ",4443,3488,915,5657,4590,1067,381,173,248,8,9,3934,2946,0,0,209,0,0,0,0,0,0,0,0,0,0,31,247,15,32,253,43,64,132,,,117,131,,,3,6,,3,5,
130268756992804_2279067205446271,https://www.facebook.com/YaleClimateConnections/posts/2279067205446271,"Tom Soto’s parents were activists in the farm worker and labor rights movements. Now he advocates for clean air and climate — but through an unusual approach:",Link,,,"01/28/2019 06:01:46 AM"," ",2689,2689,0,3793,3793,0,91,62,77,7,8,3448,2414,0,0,86,0,0,0,0,0,0,0,0,0,0,6,47,4,6,48,52,31,33,,,43,34,,,2,6,,2,5,
130268756992804_2274486319237693,https://www.facebook.com/YaleClimateConnections/posts/2274486319237693,"Airports have to get rainwater off the runways quickly. But how they choose to manage that water can make a big difference:",Link,,,"01/25/2019 06:01:05 AM"," ",2656,2656,0,3761,3761,0,96,48,60,2,3,3235,2222,0,0,80,0,0,0,0,0,0,0,0,0,0,12,59,3,12,61,14,22,27,,,32,28,,,,3,,,2,
130268756992804_2272830229403302,https://www.facebook.com/YaleClimateConnections/posts/2272830229403302,"This forest manager argues for fighting fire with fire:",Link,,,"01/24/2019 06:00:18 AM"," ",2511,2511,0,3746,3746,0,122,61,87,4,5,3334,2231,0,0,104,0,0,0,0,0,0,0,0,0,0,8,68,13,8,69,27,39,26,,,59,28,,,,5,,,4,
130268756992804_2271414052878253,https://www.facebook.com/YaleClimateConnections/posts/2271414052878253,"Climate change will be a central issue in the lives of today’s children. Educational TV isn’t doing a very good job teaching about the issue.",Link,,,"01/24/2019 04:00:01 AM"," ",2884,2884,0,3965,3965,0,128,73,117,5,6,3236,2325,0,0,113,0,0,0,0,0,0,0,0,0,0,9,70,20,9,70,68,61,17,,,100,17,,,,6,,,5,
130268756992804_2271296009556724,https://www.facebook.com/YaleClimateConnections/posts/2271296009556724,"Over a five-year period, members of the Ohio Hospital Association reduced their energy use by an amount equal to removing 22,000 cars from the road.",Link,,,"01/23/2019 06:00:16 AM"," ",2382,2382,0,3439,3439,0,125,50,66,6,7,3088,2113,0,0,119,0,0,0,0,0,0,0,0,0,0,7,98,3,7,98,4,34,18,,,48,18,,,1,6,,1,5,
130268756992804_2270413802978278,https://www.facebook.com/YaleClimateConnections/posts/2270413802978278,"Nurses are working to heal their biggest patient yet: the planet.",Link,,,"01/23/2019 04:00:01 AM"," ",3434,3001,456,4717,4191,526,331,90,111,7,8,3498,2477,0,0,187,0,0,0,0,0,0,0,0,0,0,28,273,5,28,274,10,47,49,,,62,49,,,1,7,,1,6,
130268756992804_2269795409706784,https://www.facebook.com/YaleClimateConnections/posts/2269795409706784,"Do you ever think about how climate change will alter the place where you live? In the Bay Area, there’s an app for that:",Link,,,"01/22/2019 06:00:56 AM"," ",3714,3264,414,5079,4607,472,313,133,145,5,5,3775,2630,0,0,171,0,0,0,0,0,0,0,0,0,0,37,187,10,38,192,11,34,103,1,,40,104,1,,,5,,,5,
130268756992804_2268396706513321,https://www.facebook.com/YaleClimateConnections/posts/2268396706513321,"“We’re not going to debate climate change, the existence of it. The Earth is getting hotter. And human activity is a major cause, period. We’re not going to give time to climate deniers.” — Chuck Todd

https://www.yaleclimateconnections.org/2019/01/nbc-meet-the-press-goes-long-on-climate-change/",Link,,,"01/21/2019 09:00:01 AM"," ",39967,10854,29717,51127,14291,36836,8041,861,1221,14,15,7281,5458,3,3,772,0,0,0,0,0,0,0,0,0,0,497,7440,278,505,7498,1233,469,402,2,,812,407,2,,1,14,,1,13,
130268756992804_2268271636525828,https://www.facebook.com/YaleClimateConnections/posts/2268271636525828,"“Who do you think lives along those freeways? Low-income communities of color.” — Darryl Molina Sarmiento",Link,,,"01/21/2019 06:00:21 AM"," ",2033,2033,0,2831,2831,0,85,55,73,3,4,2668,1897,0,0,81,0,0,0,0,0,0,0,0,0,0,3,39,3,3,40,3,41,19,,,54,19,,,,4,,,3,
130268756992804_2263725313647127,https://www.facebook.com/YaleClimateConnections/posts/2263725313647127,"Marleine Bastien works to protect her Haitian immigrant community in Florida from climate-change-induced gentrification:",Link,,,"01/18/2019 06:00:16 AM"," ",4848,4010,788,6753,5776,977,417,198,251,3,4,4709,3201,0,0,235,0,0,0,0,0,0,0,0,0,0,34,256,10,35,266,13,69,148,,,93,158,,,,4,,,3,
130268756992804_2262239353795723,https://www.facebook.com/YaleClimateConnections/posts/2262239353795723,"This health care provider has already pledged to go carbon-neutral by the year 2020.",Link,,,"01/17/2019 06:00:10 AM"," ",2497,2497,0,3584,3584,0,132,67,79,8,9,2988,2041,0,0,117,0,0,0,0,0,0,0,0,0,0,16,86,6,16,86,16,46,23,,,56,23,,,2,7,,2,6,
130268756992804_2261449053874753,https://www.facebook.com/YaleClimateConnections/posts/2261449053874753,"Family planning combats climate change in Africa’s Sahel region.

https://www.yaleclimateconnections.org/2019/01/family-planning-to-combat-climate-change-in-sahel/",Link,,,"01/17/2019 04:00:01 AM"," ",2074,2074,0,2835,2835,0,94,41,60,7,8,2519,1794,0,0,76,0,0,0,0,0,0,0,0,0,0,5,64,4,5,65,11,30,11,,,49,11,,,,8,,,7,
